"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.200970250E0,-1.294353962E0,-3.103602231E-1,-7.886005640E-1,1.547115541E0
3.210971250E0,-1.453552723E0,-2.256268114E-1,-8.453823328E-1,1.696583115E0
3.220972250E0,-1.399702787E0,4.026089795E-3,-9.077386856E-1,1.668284635E0
3.230973250E0,-1.078634024E0,7.011656761E-1,-9.267510176E-1,1.585544736E0
3.240974250E0,-5.076413751E-1,1.477219343E0,-8.767349720E-1,1.791240063E0
3.250975250E0,2.835588157E-1,2.289578676E0,-5.965099335E-1,2.382939407E0
3.260976250E0,1.240361691E0,3.088811874E0,1.420463622E-1,3.331581169E0
3.270977250E0,2.222813845E0,3.597059250E0,1.247340798E0,4.408582051E0
3.280978250E0,3.164076567E0,4.344823837E0,2.470829248E0,5.915561839E0
3.290980250E0,4.134879589E0,5.602412224E0,3.675331354E0,7.873519702E0
3.300981250E0,5.140915871E0,6.779305935E0,4.667760372E0,9.704431557E0
3.310982250E0,6.075938225E0,7.729041100E0,5.373118877E0,1.120381668E1
3.320983250E0,6.800459862E0,8.390647888E0,5.890091896E0,1.230213026E1
3.330984250E0,7.217483521E0,8.491207123E0,6.264561176E0,1.278426351E1
3.340985250E0,7.295984745E0,8.073851585E0,6.504559517E0,1.267784553E1
3.350986250E0,6.948237419E0,7.316275597E0,6.519043922E0,1.201265273E1
3.360987250E0,5.990558147E0,5.901578903E0,6.276332855E0,1.049322518E1
3.370988250E0,4.290861607E0,3.995606661E0,5.795442581E0,8.243999068E0
3.380990250E0,1.891535759E0,2.134720325E0,4.801287651E0,5.584559204E0
3.390991250E0,-9.435287714E-1,2.077801824E-1,2.681495667E0,2.850234755E0
3.400992250E0,-3.382795811E0,-1.644228101E0,-4.629926085E-1,3.789611550E0
3.410993250E0,-4.659747601E0,-2.710698128E0,-4.130679131E0,6.791438884E0
3.420994250E0,-4.712701797E0,-2.147564888E0,-7.606679440E0,9.202345640E0
3.430995250E0,-3.843869686E0,-7.875425816E-1,-1.022402287E1,1.095108219E1
3.440996250E0,-2.634330750E0,1.183111593E-1,-1.198669529E1,1.227332718E1
3.450997250E0,-1.631955504E0,-9.362760186E-2,-1.259972286E1,1.270531625E1
3.460998250E0,-1.188275814E0,-1.515754580E0,-1.164825058E1,1.180640728E1
3.471000250E0,-1.675515771E0,-3.721853018E0,-8.689795494E0,9.600629600E0
3.481001250E0,-2.276195526E0,-4.271427631E0,-4.044266701E0,6.307317435E0
3.491002250E0,-1.717299461E0,-1.975901604E0,9.479317665E-1,2.784219679E0
3.501003250E0,3.876116872E-1,8.499131799E-1,4.437470913E0,4.534726379E0
3.511004250E0,2.966795921E0,2.645832777E0,6.210227013E0,7.373549259E0
3.521005250E0,4.935489655E0,3.551223755E0,7.407042027E0,9.583032916E0
3.531006250E0,5.974232197E0,4.103691101E0,8.579020500E0,1.123082026E1
3.541007250E0,6.096976280E0,4.470716953E0,9.662336349E0,1.226870709E1
3.551008250E0,5.484169483E0,4.709883690E0,1.039281178E1,1.265976524E1
3.561009250E0,4.295001030E0,4.879110813E0,1.057125759E1,1.240984461E1
3.571011250E0,2.732238054E0,5.059169292E0,1.003360081E1,1.156431857E1
3.581012250E0,8.978986740E-1,5.111373901E0,8.898616791E0,1.030134680E1
3.591013250E0,-1.099955201E0,4.545968056E0,7.458311558E0,8.803529877E0
3.601014250E0,-3.013880491E0,2.568611860E0,5.274688721E0,6.595724646E0
3.611015250E0,-4.416047573E0,-7.026653886E-1,2.184353113E0,4.976606609E0
3.621016250E0,-4.726686954E0,-3.507448673E0,-1.479766488E0,6.069058792E0
3.631017250E0,-3.794848442E0,-4.297648430E0,-5.225493431E0,7.757347377E0
3.641018250E0,-2.430738449E0,-3.700279951E0,-8.622032166E0,9.692264946E0
3.651019250E0,-1.541954756E0,-3.166217327E0,-1.122034168E1,1.176004354E1
3.661021250E0,-1.031528831E0,-3.024729729E0,-1.299144363E1,1.337873871E1
3.671022250E0,-6.911755204E-1,-3.122466803E0,-1.405264950E1,1.441195616E1
3.681023250E0,-7.681848407E-1,-3.410341263E0,-1.455827141E1,1.497210078E1
3.691024250E0,-1.533052325E0,-4.682489395E0,-1.465202522E1,1.545825991E1
3.701025250E0,-3.289496183E0,-7.247672558E0,-1.369209003E1,1.583738843E1
3.711026250E0,-5.968483925E0,-9.064993858E0,-1.020905209E1,1.490039122E1
3.721027250E0,-7.400959492E0,-7.574514389E0,-4.980275631E0,1.170259010E1
3.731028250E0,-5.468288898E0,-3.479843855E0,-3.397111595E-1,6.490523893E0
3.741029250E0,-7.880281806E-1,8.830605149E-1,2.888207197E0,3.121301828E0
3.751031250E0,4.096034527E0,4.217874527E0,5.029752731E0,7.737336551E0
3.761032250E0,7.622775078E0,6.140290260E0,6.920266628E0,1.198749159E1
3.771033250E0,9.521677971E0,7.224722385E0,8.888107300E0,1.489487886E1
3.781034250E0,1.007987881E1,7.958888054E0,1.061420155E1,1.666160647E1
3.791035250E0,9.649503708E0,8.754713058E0,1.185547352E1,1.761562303E1
3.801036250E0,8.321243286E0,8.956769943E0,1.240675831E1,1.741822234E1
3.811037250E0,6.256541729E0,7.992697716E0,1.182816982E1,1.558631235E1
3.821038250E0,3.616853952E0,6.441832542E0,1.005117130E1,1.247416865E1
3.831039250E0,6.593399048E-1,4.952487946E0,7.930780411E0,9.373320857E0
3.841041250E0,-1.861500978E0,3.502948046E0,6.364199162E0,7.499257421E0
3.851042250E0,-2.939917326E0,2.754903078E0,4.962827682E0,6.392359772E0
3.861043250E0,-2.611172676E0,1.455911756E0,3.146378517E0,4.340230358E0
3.871044250E0,-1.424517274E0,-1.560239196E-1,4.724861383E-1,1.508918844E0
3.881045250E0,3.769432008E-1,-8.795504570E-1,-2.438701868E0,2.619725555E0
3.891046250E0,2.359742641E0,-1.134924531E0,-5.214666843E0,5.835168319E0
3.901047250E0,3.354144096E0,-1.580977082E0,-7.819768906E0,8.654395235E0
3.911048250E0,3.345077991E0,-2.370298862E0,-1.007170105E1,1.087414482E1
3.921050000E0,2.358393669E0,-4.163768768E0,-1.209860897E1,1.301058531E1
3.931051000E0,-3.296942711E-1,-7.868299961E0,-1.395188618E1,1.602104773E1
3.941052000E0,-4.956290245E0,-1.259325886E1,-1.475054073E1,2.001832744E1
3.951053000E0,-1.046415138E1,-1.698055267E1,-1.408080196E1,2.441529474E1
3.961054000E0,-1.522278786E1,-1.925272179E1,-1.174465370E1,2.720914289E1
3.971055000E0,-1.773263359E1,-1.932161903E1,-8.114626884E0,2.745211150E1
3.981056000E0,-1.751504326E1,-1.771104240E1,-5.093942642E0,2.542451602E1
3.991057000E0,-1.524968433E1,-1.454509258E1,-3.028927326E0,2.129053760E1
4.001058000E0,-1.197224236E1,-1.076646805E1,-1.662776828E0,1.618691595E1
4.011060000E0,-7.933362961E0,-7.519048214E0,-4.602441788E-1,1.094011694E1
4.021061000E0,-3.183944941E0,-5.114239216E0,1.079186797E0,6.120260802E0
4.031062000E0,1.513208985E0,-3.064302683E0,2.953180075E0,4.516749375E0
4.041063000E0,5.376967907E0,-1.122038484E0,4.763785362E0,7.270791237E0
4.051064000E0,8.187807083E0,7.415440083E-1,6.336187840E0,1.037966034E1
4.061065000E0,1.024383068E1,2.699592829E0,7.625938892E0,1.305292352E1
4.071066000E0,1.178048229E1,5.121304512E0,8.611571312E0,1.546501482E1
4.081067000E0,1.313923454E1,8.641780853E0,9.471860886E0,1.835854050E1
4.091069000E0,1.433759785E1,1.232324696E1,1.008974648E1,2.142970162E1
4.101070000E0,1.496859455E1,1.430566311E1,1.016393757E1,2.306548171E1
4.111071000E0,1.525008297E1,1.464211273E1,9.559875488E0,2.320232133E1
4.121072000E0,1.551224136E1,1.345248413E1,8.452648163E0,2.220464416E1
4.131073000E0,1.572121620E1,1.123839092E1,7.256961823E0,2.064271213E1
4.141074000E0,1.598561287E1,8.443763733E0,5.924159050E0,1.902452694E1
4.151075000E0,1.628867340E1,5.425484657E0,4.342101574E0,1.770905449E1
4.161076000E0,1.623841095E1,2.941255808E0,2.826452494E0,1.674293312E1
4.171078000E0,1.581314182E1,9.035059810E-1,1.615329027E0,1.592108869E1
4.181079000E0,1.438796711E1,-6.448470950E-1,6.780220270E-1,1.441836118E1
4.191080000E0,1.108359528E1,-1.671202183E0,1.985463798E-1,1.121063877E1
4.201081000E0,6.185108662E0,-2.849782228E0,-2.463530600E-1,6.814507887E0
4.211082000E0,4.198022187E-1,-4.923976421E0,-1.020476937E0,5.046102544E0
4.221083000E0,-4.844393253E0,-7.202095032E0,-1.715818286E0,8.847731417E0
4.231084000E0,-9.044343948E0,-8.911234856E0,-2.369064808E0,1.291598746E1
4.241085000E0,-1.214008236E1,-1.001294136E1,-3.147959471E0,1.604837198E1
4.251087000E0,-1.417701721E1,-1.117068768E1,-4.294688702E0,1.855307067E1
4.261088000E0,-1.605255699E1,-1.266320229E1,-4.910783291E0,2.102753125E1
4.271089000E0,-1.801111794E1,-1.458318996E1,-5.099033833E0,2.372909490E1
4.281090000E0,-1.996334457E1,-1.716258049E1,-4.782404423E0,2.675744173E1
4.291091000E0,-2.149604607E1,-1.988193893E1,-4.214767933E0,2.958269361E1
4.301092000E0,-2.175466537E1,-2.170088196E1,-3.764023066E0,3.095741612E1
4.311093000E0,-1.991152191E1,-2.133972359E1,-3.762253046E0,2.942799782E1
4.321094000E0,-1.589790344E1,-1.883866310E1,-4.248663902E0,2.501379032E1
4.331096000E0,-9.983351707E0,-1.414155293E1,-4.359302044E0,1.785089199E1
4.341097000E0,-2.344716072E0,-6.652015209E0,-3.256199837E0,7.768515764E0
4.351098000E0,5.672768593E0,2.158770323E0,-7.616064548E-1,6.117240980E0
4.361099000E0,1.189654541E1,1.077188015E1,2.369004726E0,1.622261933E1
4.371100000E0,1.531990528E1,1.752191162E1,4.699383736E0,2.374449604E1
4.381101000E0,1.682623672E1,2.059551430E1,5.670719624E0,2.719291291E1
4.391102000E0,1.789781189E1,2.085765266E1,5.843059540E0,2.809830404E1
4.401104000E0,1.930853653E1,1.975894165E1,6.340173721E0,2.834489656E1
4.411105000E0,1.991109657E1,1.791827202E1,7.348254204E0,2.777612426E1
4.421106000E0,1.928442574E1,1.612353706E1,8.384675026E0,2.649830747E1
4.431107000E0,1.794006729E1,1.412064838E1,9.105553627E0,2.457945956E1
4.441108000E0,1.597360802E1,1.115988255E1,8.610205650E0,2.130339815E1
4.451109000E0,1.227775669E1,5.039258480E0,6.035000801E0,1.457939196E1
4.461110000E0,5.694719791E0,-4.423201084E0,2.005546093E0,7.484434278E0
4.471111000E0,-2.284985781E0,-1.214144993E1,-1.545585394E0,1.245089557E1
4.481113000E0,-9.158248901E0,-1.489831161E1,-3.872016430E0,1.791160861E1
4.491114000E0,-1.426408768E1,-1.448440552E1,-5.142329693E0,2.096916200E1
4.501115000E0,-1.784158516E1,-1.328267193E1,-5.640954494E0,2.294715455E1
4.511116000E0,-2.008011627E1,-1.273167229E1,-5.610118389E0,2.442908056E1
4.521117000E0,-2.120605850E1,-1.422625160E1,-4.624996185E0,2.595137263E1
4.531118000E0,-2.128376007E1,-1.546143627E1,-3.135457754E0,2.649312269E1
4.541119000E0,-1.980001831E1,-1.552886868E1,-2.766067743E0,2.531477075E1
4.551121000E0,-1.690974236E1,-1.397915363E1,-3.583012581E0,2.223047687E1
4.561122000E0,-1.302300930E1,-1.060995674E1,-4.093075275E0,1.728939613E1
4.571123000E0,-8.125075340E0,-5.782953739E0,-3.373641729E0,1.052809868E1
4.581124000E0,-2.117995977E0,-5.295457840E-1,-1.366093516E0,2.575371273E0
4.591125000E0,4.795485497E0,6.157286167E0,1.802851796E0,8.009939369E0
4.601126000E0,1.142020130E1,1.299807835E1,5.274488449E0,1.808842909E1
4.611127000E0,1.625884819E1,1.718678474E1,7.410417080E0,2.479213576E1
4.621129000E0,1.914754868E1,1.815037346E1,8.042414665E0,2.758160820E1
4.631130000E0,2.021420288E1,1.627099800E1,7.861370087E0,2.711384358E1
4.641131000E0,1.965691185E1,1.335155201E1,7.460764408E0,2.490624681E1
4.651132000E0,1.821823120E1,1.116933441E1,7.057832241E0,2.250491003E1
4.661133000E0,1.561883831E1,7.421282291E0,5.834976196E0,1.825021885E1
4.671134000E0,1.063841152E1,6.794479489E-1,3.121881008E0,1.110781663E1
4.681135000E0,3.671250105E0,-6.394163132E0,7.100735605E-2,7.373495883E0
4.691137000E0,-3.370030642E0,-1.104288483E1,-2.023995638E0,1.172173068E1
4.701138000E0,-8.691319466E0,-1.195024872E1,-2.718082190E0,1.502449498E1
4.711139000E0,-1.219339085E1,-1.045594406E1,-2.119798899E0,1.620182378E1
4.721140000E0,-1.428998375E1,-8.770020485E0,-1.467824459E0,1.683066854E1
4.731141000E0,-1.576355076E1,-8.248283386E0,-1.192238331E0,1.783101634E1
4.741142000E0,-1.673365402E1,-9.543004990E0,-1.327145338E0,1.930920599E1
4.751144000E0,-1.669741440E1,-1.099536419E1,-1.952451229E0,2.008765161E1
4.761145000E0,-1.553830147E1,-1.148367214E1,-2.389631271E0,1.946853554E1
4.771146000E0,-1.308970642E1,-9.814538956E0,-2.486549854E0,1.654836908E1
4.781147000E0,-9.246803284E0,-6.875090599E0,-2.551187515E0,1.180164393E1
4.791148000E0,-4.403671741E0,-3.847066641E0,-2.521252155E0,6.367806449E0
4.801149000E0,8.743081093E-1,4.379424453E-1,-1.720015049E0,1.978549980E0
4.811150000E0,6.075434685E0,5.739503860E0,-2.541396767E-2,8.357838060E0
4.821152000E0,1.046961117E1,1.091052151E1,2.063206673E0,1.526135837E1
4.831153000E0,1.384137154E1,1.537080002E1,3.767973185E0,2.102481108E1
4.841154000E0,1.626487541E1,1.788376236E1,4.608446121E0,2.460920364E1
4.851155000E0,1.773357010E1,1.886611748E1,5.026135445E0,2.637559354E1
4.861156000E0,1.833811569E1,1.871122551E1,5.659834862E0,2.680354786E1
4.871157000E0,1.805944824E1,1.736981201E1,6.551389217E0,2.589931931E1
4.881158000E0,1.701697350E1,1.517940331E1,7.196568489E0,2.391196917E1
4.891160000E0,1.530055428E1,1.180105305E1,7.182546139E0,2.061457696E1
4.901161000E0,1.270134735E1,7.035950184E0,6.155204296E0,1.577071208E1
4.911162000E0,9.255082130E0,1.851251245E0,4.267856598E0,1.035848813E1
4.921163583E0,5.000922203E0,-2.937629461E0,1.993813992E0,6.133040353E0
4.931164583E0,2.737278044E-1,-6.071341515E0,-2.164499015E-1,6.081362122E0
4.941165583E0,-4.217081547E0,-7.176183224E0,-1.663368464E0,8.488119761E0
4.951167583E0,-8.238835335E0,-7.201734543E0,-2.433923721E0,1.121014597E1
4.961168583E0,-1.170804501E1,-7.259193897E0,-2.751940727E0,1.404803871E1
4.971169583E0,-1.439483547E1,-8.325124741E0,-2.636372805E0,1.683655107E1
4.981170583E0,-1.640301895E1,-1.026146030E1,-2.270588875E0,1.948107215E1
4.991171583E0,-1.777124977E1,-1.255578041E1,-2.202842474E0,2.187046993E1
5.001172583E0,-1.894026756E1,-1.486185741E1,-2.532570124E0,2.420790062E1
5.011173583E0,-1.983722305E1,-1.642896652E1,-2.849231958E0,2.591417531E1
5.021175583E0,-1.978778648E1,-1.697857475E1,-3.238019705E0,2.627381332E1
5.031176583E0,-1.839703369E1,-1.645019913E1,-3.948433876E0,2.499299962E1
5.041177583E0,-1.607406998E1,-1.561078739E1,-4.434432507E0,2.284155424E1
5.051178583E0,-1.322582626E1,-1.377593613E1,-4.133795261E0,1.953937460E1
5.061179583E0,-9.450874329E0,-1.006191540E1,-2.685225964E0,1.406312929E1
5.071180583E0,-3.935807943E0,-3.880887032E0,-2.725671232E-1,5.534090816E0
5.081182583E0,3.055944443E0,3.919450045E0,2.261367798E0,5.460281074E0
5.091183583E0,9.629855156E0,1.141454506E1,4.298107147E0,1.554025979E1
5.101184583E0,1.441663551E1,1.647662735E1,5.325642109E0,2.253177961E1
5.111185583E0,1.770966530E1,1.864127922E1,5.725671768E0,2.634222567E1
5.121186583E0,1.971282387E1,1.822318077E1,5.961693764E0,2.749948245E1
5.131187583E0,1.964176559E1,1.489503479E1,5.653963089E0,2.529087416E1
5.141189583E0,1.618149567E1,7.673258305E0,4.185485840E0,1.839124756E1
5.151190583E0,9.455623627E0,-1.648067474E0,1.299425244E0,9.685734383E0
5.161191583E0,1.106523395E0,-1.115372849E1,-1.672367215E0,1.133255775E1
5.171192583E0,-6.184701443E0,-1.704083824E1,-3.159538031E0,1.840172222E1
5.181193583E0,-1.121413136E1,-1.854688835E1,-2.907833099E0,2.186776859E1
5.191194583E0,-1.359897327E1,-1.702221680E1,-1.636318564E0,2.184869509E1
5.201196583E0,-1.386060715E1,-1.314308929E1,-3.165433705E-1,1.910385894E1
5.211197583E0,-1.196963596E1,-7.357353687E0,9.074085355E-1,1.407928367E1
5.221198583E0,-7.980184078E0,-2.290637016E0,2.332297325E0,8.623802333E0
